speed,serial,camera,timestamp,latitude,longitude,horizontal_accuracy,gps_last_update_unix,notes,sourceFolder,flower?,boxes_xywh,confs,clss,GPSpoint
50.0,211622067750.0,RS3,20251031_193727_963069Z,39.6272387,-111.6369435,0.014,1761939447.6273348,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[867.975341796875, 29.171703338623047, 125.89654541015625, 55.52171325683594], [194.59994506835938, 239.0230712890625, 33.8626708984375, 71.40379333496094]]","[0.71561598777771, 0.3135347068309784]","[2.0, 1.0]","['[  39.62724395 -111.63694469]', '[  39.62724214 -111.63694666]']"
50.0,319522065401.0,RS2,20251031_193728_217845Z,39.6272379,-111.6369434,0.014,1761939448.0305016,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1080.992919921875, 156.11923217773438, 19.023681640625, 57.263885498046875], [1082.4190673828125, 156.75277709960938, 21.658447265625, 58.32847595214844]]","[0.4637312889099121, 0.2715942859649658]","[1.0, 1.0]","['[  39.62724201 -111.63694664]', '[  39.627242   -111.63694663]']"
50.0,319522065401.0,RS2,20251031_193728_459050Z,39.6272371,-111.6369435,0.014,1761939448.429507,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1070.13427734375, 111.11134338378906, 18.18896484375, 53.356651306152344]]",[0.7170136570930481],[1.0],['[  39.6272416  -111.63694674]']
50.0,211622067750.0,RS3,20251031_193728_479771Z,39.6272371,-111.6369435,0.014,1761939448.429507,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[376.6136474609375, 98.57787322998047, 23.066650390625, 53.517059326171875]]",[0.7440683245658875],[1.0],['[  39.62724163 -111.63694659]']
50.0,217222062474.0,RS1,20251031_193728_689293Z,39.6272371,-111.6369435,0.014,1761939448.429507,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1791.443603515625, 48.924869537353516, 29.8209228515625, 49.894554138183594]]",[0.34659335017204285],[1.0],['[  39.62724231 -111.63694669]']
50.0,211622067750.0,RS3,20251031_193728_698446Z,39.6272371,-111.6369435,0.014,1761939448.429507,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[434.75299072265625, 42.495243072509766, 22.571563720703125, 48.115623474121094]]",[0.6008961796760559],[1.0],['[  39.62724224 -111.63694662]']
50.0,319522065401.0,RS2,20251031_193729_442668Z,39.6272356,-111.6369434,0.014,1761939449.2317317,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1232.5120849609375, 881.8831787109375, 66.671142578125, 70.6175537109375]]",[0.3032713532447815],[2.0],['[  39.62723712 -111.63694666]']
50.0,319522065401.0,RS2,20251031_193729_693675Z,39.6272348,-111.6369434,0.014,1761939449.6317134,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1167.734375, 599.767578125, 49.5684814453125, 73.79583740234375]]",[0.5703591108322144],[0.0],['[  39.62723688 -111.63694667]']
50.0,319522065401.0,RS2,20251031_193729_942562Z,39.6272348,-111.6369434,0.014,1761939449.6317134,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1132.1602783203125, 417.41790771484375, 41.250244140625, 67.13037109375]]",[0.4065147340297699],[0.0],['[  39.62723746 -111.63694666]']
50.0,319522065401.0,RS2,20251031_193730_202584Z,39.6272341,-111.6369435,0.014,1761939450.0309503,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1111.152587890625, 317.88604736328125, 41.1407470703125, 64.0916748046875]]",[0.4229253828525543],[0.0],['[  39.62723719 -111.63694676]']
50.0,211622067750.0,RS3,20251031_193730_709945Z,39.6272333,-111.6369434,0.014,1761939450.4297228,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1529.37939453125, 858.7197265625, 225.2489013671875, 181.68255615234375]]",[0.7526518106460571],[2.0],['[  39.62723475 -111.63694321]']
50.0,211622067750.0,RS3,20251031_193730_944305Z,39.6272323,-111.6369434,0.014,1761939450.8272686,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1388.399169921875, 510.0888671875, 161.1602783203125, 146.182373046875]]",[0.8888255953788757],[2.0],['[  39.6272345 -111.6369432]']
50.0,211622067750.0,RS3,20251031_193731_195579Z,39.6272323,-111.6369434,0.014,1761939450.8272686,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1308.267578125, 311.34295654296875, 123.58544921875, 139.4296417236328]]",[0.8685154914855957],[2.0],['[  39.62723521 -111.63694319]']
50.0,211622067750.0,RS3,20251031_193731_458435Z,39.6272312,-111.6369434,0.014,1761939451.230585,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1246.3558349609375, 174.02365112304688, 106.024658203125, 133.906982421875]]",[0.8581360578536987],[2.0],['[  39.62723484 -111.6369432 ]']
50.0,211622067750.0,RS3,20251031_193731_711927Z,39.6272301,-111.6369434,0.014,1761939451.6290128,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1214.4874267578125, 103.0247802734375, 92.122802734375, 113.85900115966797]]",[0.8376277089118958],[2.0],['[  39.62723433 -111.6369432 ]']
50.0,211622067750.0,RS3,20251031_193731_955354Z,39.6272301,-111.6369434,0.014,1761939451.6290128,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1179.700927734375, 48.2503776550293, 77.1002197265625, 90.55242156982422]]",[0.777562141418457],[2.0],['[  39.62723494 -111.63694323]']
50.0,211622067750.0,RS3,20251031_193732_203782Z,39.6272291,-111.6369433,0.014,1761939452.0306537,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1007.3247680664062, 951.6033935546875, 390.3717041015625, 256.79315185546875], [1007.2684936523438, 951.5048217773438, 388.1121826171875, 256.9903564453125], [1149.1947021484375, 22.41195297241211, 39.925537109375, 39.404930114746094]]","[0.722198486328125, 0.6643823385238647, 0.5542334318161011]","[2.0, 2.0, 2.0]","['[  39.62723037 -111.63694396]', '[  39.62723037 -111.63694396]', '[  39.62723454 -111.63694318]']"
50.0,319522065401.0,RS2,20251031_193732_236246Z,39.6272291,-111.6369433,0.014,1761939452.0306537,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1853.62353515625, 30.309066772460938, 62.26025390625, 54.04248809814453], [1854.5115966796875, 30.066410064697266, 64.39892578125, 55.09960174560547]]","[0.4129679501056671, 0.26638486981391907]","[2.0, 2.0]","['[  39.62723447 -111.63694281]', '[  39.62723446 -111.63694281]']"
50.0,211622067750.0,RS3,20251031_193732_457574Z,39.6272284,-111.6369434,0.014,1761939452.4287152,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[994.143798828125, 830.0416259765625, 478.75018310546875, 455.930908203125]]",[0.932166576385498],[2.0],['[  39.6272297  -111.63694407]']
50.0,211622067750.0,RS3,20251031_193732_713431Z,39.6272284,-111.6369434,0.014,1761939452.4287152,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[990.8762817382812, 558.8115844726562, 378.9425048828125, 314.5201721191406]]",[0.9190427660942078],[2.0],['[  39.62723028 -111.63694407]']
50.0,211622067750.0,RS3,20251031_193732_984682Z,39.6272274,-111.6369433,0.014,1761939452.8288958,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[987.0575561523438, 391.31951904296875, 293.2508544921875, 249.94692993164062], [923.4796142578125, 391.3625183105469, 165.562255859375, 250.31793212890625]]","[0.9035828113555908, 0.8420500755310059]","[2.0, 2.0]","['[  39.6272298  -111.63694397]', '[  39.6272298  -111.63694412]']"
50.0,211622067750.0,RS3,20251031_193733_200918Z,39.6272274,-111.6369433,0.014,1761939452.8288958,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[932.3966674804688, 276.92388916015625, 131.628662109375, 208.83230590820312], [987.0581665039062, 274.2914123535156, 240.5455322265625, 210.31109619140625], [988.8062133789062, 266.489013671875, 234.2806396484375, 194.75473022460938]]","[0.8412879705429077, 0.8070604205131531, 0.5674952268600464]","[2.0, 2.0, 2.0]","['[  39.62723031 -111.63694412]', '[  39.62723031 -111.63694397]', '[  39.62723038 -111.63694396]']"
50.0,211622067750.0,RS3,20251031_193733_451542Z,39.6272264,-111.6369433,0.014,1761939453.2298222,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[984.3688354492188, 194.68545532226562, 209.5123291015625, 189.9774627685547], [939.3131103515625, 196.68572998046875, 120.08233642578125, 187.50628662109375]]","[0.7661699652671814, 0.2833092510700226]","[2.0, 2.0]","['[  39.62722976 -111.63694397]', '[  39.62722975 -111.63694411]']"
50.0,319522065401.0,RS2,20251031_193733_460949Z,39.6272264,-111.6369433,0.014,1761939453.2298222,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1864.0447998046875, 189.8650360107422, 111.556884765625, 182.32730102539062]]",[0.8092337846755981],[2.0],['[  39.62722986 -111.63694412]']
50.0,211622067750.0,RS3,20251031_193733_720869Z,39.6272255,-111.6369432,0.014,1761939453.6327796,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[984.8258056640625, 112.1903076171875, 183.80816650390625, 160.84756469726562]]",[0.8505728244781494],[2.0],['[  39.62722947 -111.63694387]']
50.0,319522065401.0,RS2,20251031_193733_722731Z,39.6272255,-111.6369432,0.014,1761939453.6327796,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1789.633544921875, 110.7126235961914, 207.5799560546875, 162.1653289794922]]",[0.6734853386878967],[2.0],['[  39.62722955 -111.63694387]']
50.0,211622067750.0,RS3,20251031_193733_960343Z,39.6272255,-111.6369432,0.014,1761939453.6327796,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[984.283935546875, 60.11445236206055, 159.3955078125, 116.77800750732422]]",[0.8717777132987976],[2.0],['[  39.62723009 -111.63694386]']
50.0,319522065401.0,RS2,20251031_193733_974052Z,39.6272255,-111.6369432,0.014,1761939453.6327796,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1717.10107421875, 71.73837280273438, 180.3839111328125, 134.62554931640625]]",[0.8638949990272522],[2.0],['[  39.62722999 -111.63694387]']
50.0,319522065401.0,RS2,20251031_193734_211734Z,39.6272248,-111.6369433,0.014,1761939454.0314803,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1630.146728515625, 41.880245208740234, 110.7418212890625, 79.52056121826172]]",[0.5712405443191528],[2.0],['[  39.62722988 -111.636944  ]']
50.0,319522065401.0,RS2,20251031_193735_713638Z,39.6272217,-111.6369433,0.014,1761939455.627395,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1453.7891845703125, 788.5057373046875, 480.015869140625, 239.465087890625]]",[0.9088360071182251],[2.0],['[  39.62722323 -111.63694618]']
50.0,319522065401.0,RS2,20251031_193735_960677Z,39.6272217,-111.6369433,0.014,1761939455.627395,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1364.3380126953125, 549.6500854492188, 380.337158203125, 194.94287109375], [1806.378662109375, 942.2333374023438, 226.4759521484375, 275.5333251953125]]","[0.8906314969062805, 0.8844925761222839]","[2.0, 2.0]","['[  39.62722376 -111.63694616]', '[  39.62722298 -111.63694576]']"
50.0,211622067750.0,RS3,20251031_193736_204807Z,39.6272208,-111.6369432,0.014,1761939456.0299163,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[45.915531158447266, 596.2924194335938, 91.83106231689453, 166.0301513671875]]",[0.7813205718994141],[2.0],['[  39.62722276 -111.63694577]']
50.0,319522065401.0,RS2,20251031_193736_240634Z,39.6272208,-111.6369432,0.014,1761939456.0299163,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1644.254150390625, 625.6581420898438, 254.4918212890625, 294.2740478515625], [1267.016357421875, 341.2542724609375, 280.8560791015625, 172.2433319091797]]","[0.9115269780158997, 0.8984190821647644]","[2.0, 2.0]","['[  39.62722258 -111.63694563]', '[  39.62722355 -111.63694609]']"
50.0,211622067750.0,RS3,20251031_193736_457296Z,39.6272199,-111.6369432,0.014,1761939456.428167,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[78.88131713867188, 203.26705932617188, 157.59976196289062, 148.52093505859375], [151.5093231201172, 406.752685546875, 242.20327758789062, 245.04248046875]]","[0.9034885764122009, 0.9017567038536072]","[2.0, 2.0]","['[  39.62722332 -111.63694672]', '[  39.62722226 -111.63694581]']"
50.0,319522065401.0,RS2,20251031_193736_476650Z,39.6272199,-111.6369432,0.014,1761939456.428167,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1200.7412109375, 194.67147827148438, 220.8294677734375, 155.18865966796875], [1488.551025390625, 390.2168884277344, 201.6107177734375, 248.65704345703125]]","[0.9060351252555847, 0.7041925191879272]","[2.0, 2.0]","['[  39.62722341 -111.63694612]', '[  39.62722234 -111.63694564]']"
50.0,211622067750.0,RS3,20251031_193736_707082Z,39.6272199,-111.6369432,0.014,1761939456.428167,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[299.38153076171875, 245.43499755859375, 207.51878356933594, 199.9261474609375], [200.28564453125, 103.39939880371094, 168.52247619628906, 142.63748168945312]]","[0.9233592748641968, 0.8981370329856873]","[2.0, 2.0]","['[  39.62722297 -111.63694584]', '[  39.62722401 -111.63694675]']"
50.0,319522065401.0,RS2,20251031_193736_711737Z,39.6272199,-111.6369432,0.014,1761939456.428167,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1179.29296875, 118.99542236328125, 194.78076171875, 143.7503662109375], [1421.675537109375, 271.7642822265625, 177.4627685546875, 218.26434326171875]]","[0.9079062342643738, 0.9051650166511536]","[2.0, 2.0]","['[  39.62722396 -111.63694608]', '[  39.62722285 -111.63694561]']"
50.0,211622067750.0,RS3,20251031_193736_960607Z,39.6272188,-111.6369432,0.014,1761939456.8265033,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[412.79248046875, 117.21107482910156, 149.60543823242188, 148.56314086914062], [309.72479248046875, 45.48748016357422, 146.85023498535156, 86.56446838378906]]","[0.9111289978027344, 0.86531662940979]","[2.0, 2.0]","['[  39.62722278 -111.63694591]', '[  39.62722369 -111.63694675]']"
50.0,319522065401.0,RS2,20251031_193736_965583Z,39.6272188,-111.6369432,0.014,1761939456.8265033,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1350.89501953125, 136.04779052734375, 141.962890625, 156.67489624023438], [1146.622314453125, 47.150169372558594, 162.76416015625, 90.02568054199219]]","[0.9034181833267212, 0.8854832649230957]","[2.0, 2.0]","['[  39.62722269 -111.63694552]', '[  39.62722376 -111.63694606]']"
50.0,211622067750.0,RS3,20251031_193737_220143Z,39.6272188,-111.6369432,0.014,1761939456.8265033,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[470.7035217285156, 61.568477630615234, 126.87957763671875, 113.4671401977539], [390.6544494628906, 22.584144592285156, 103.697509765625, 41.294410705566406]]","[0.8811472058296204, 0.6575807332992554]","[2.0, 2.0]","['[  39.6272234  -111.63694594]', '[  39.62722422 -111.63694664]']"
50.0,319522065401.0,RS2,20251031_193737_227454Z,39.6272188,-111.6369432,0.014,1761939456.8265033,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1294.9749755859375, 64.56211853027344, 114.649169921875, 120.5304183959961], [1102.061767578125, 21.899316787719727, 105.8258056640625, 41.1020393371582]]","[0.8745412230491638, 0.30166321992874146]","[2.0, 2.0]","['[  39.62722343 -111.63694551]', '[  39.62722436 -111.63694618]']"
50.0,211622067750.0,RS3,20251031_193737_456080Z,39.6272178,-111.6369431,0.014,1761939457.2305515,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[522.3255615234375, 26.927745819091797, 88.3421630859375, 48.622802734375]]",[0.8105065226554871],[2.0],['[  39.62722312 -111.63694589]']
50.0,319522065401.0,RS2,20251031_193737_477074Z,39.6272178,-111.6369431,0.014,1761939457.2305515,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1250.442138671875, 39.795745849609375, 80.6429443359375, 75.002685546875]]",[0.8164974451065063],[2.0],['[  39.62722293 -111.63694547]']
50.0,319522065401.0,RS2,20251031_193737_753631Z,39.6272169,-111.6369431,0.014,1761939457.6291554,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1218.1922607421875, 21.864334106445312, 62.135986328125, 40.6937255859375]]",[0.6049858331680298],[2.0],['[  39.62722246 -111.63694553]']
50.0,211622067750.0,RS3,20251031_193739_456902Z,39.6272133,-111.6369429,0.014,1761939459.2304611,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1294.3935546875, 41.47583770751953, 52.822998046875, 55.883880615234375]]",[0.4471825361251831],[2.0],['[  39.62721841 -111.63694218]']
50.0,211622067750.0,RS3,20251031_193740_728704Z,39.627211,-111.636943,0.014,1761939460.4279304,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[869.3829956054688, 626.875, 50.5521240234375, 89.68017578125]]",[0.7612656354904175],[0.0],['[  39.62721298 -111.63694392]']
50.0,211622067750.0,RS3,20251031_193740_959309Z,39.6272103,-111.6369429,0.014,1761939460.8272834,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[890.4139404296875, 446.3112487792969, 44.60687255859375, 77.94439697265625]]",[0.3890947699546814],[0.0],['[  39.62721281 -111.63694381]']
50.0,211622067750.0,RS3,20251031_193741_213980Z,39.6272103,-111.6369429,0.014,1761939460.8272834,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[905.0958251953125, 308.7401123046875, 33.6785888671875, 68.41323852539062]]",[0.6842343807220459],[0.0],['[  39.62721338 -111.6369438 ]']
50.0,211622067750.0,RS3,20251031_193741_474635Z,39.6272095,-111.6369429,0.014,1761939461.2320695,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[915.9149780273438, 199.04103088378906, 30.0384521484375, 59.813446044921875]]",[0.37897631525993347],[0.0],['[  39.62721322 -111.6369438 ]']
50.0,211622067750.0,RS3,20251031_193742_492755Z,39.6272065,-111.636943,0.014,1761939462.437327,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1724.997802734375, 853.628662109375, 358.7174072265625, 284.32037353515625]]",[0.9136132001876831],[2.0],['[  39.62720788 -111.63694253]']
50.0,211622067750.0,RS3,20251031_193742_716332Z,39.6272065,-111.636943,0.014,1761939462.437327,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1551.917236328125, 533.5037841796875, 277.697265625, 220.70245361328125]]",[0.8799207806587219],[2.0],['[  39.62720854 -111.63694251]']
50.0,211622067750.0,RS3,20251031_193742_967985Z,39.6272054,-111.636943,0.014,1761939462.8276176,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1439.830078125, 344.37103271484375, 222.2073974609375, 172.68222045898438]]",[0.8790379166603088],[2.0],['[  39.6272081 -111.6369425]']
50.0,211622067750.0,RS3,20251031_193743_232533Z,39.6272054,-111.636943,0.014,1761939462.8276176,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1366.704345703125, 234.8337860107422, 183.4840087890625, 145.58786010742188]]",[0.8862134218215942],[2.0],['[  39.62720866 -111.63694252]']
50.0,211622067750.0,RS3,20251031_193743_483310Z,39.6272045,-111.636943,0.014,1761939463.2350962,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1323.605224609375, 176.11639404296875, 164.7542724609375, 135.1790313720703]]",[0.8807116746902466],[2.0],['[  39.62720813 -111.63694255]']
50.0,211622067750.0,RS3,20251031_193743_741651Z,39.6272037,-111.6369429,0.014,1761939463.6287243,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1271.6126708984375, 109.08291625976562, 137.5126953125, 113.80657196044922]]",[0.8861857652664185],[2.0],['[  39.62720788 -111.6369425 ]']
50.0,211622067750.0,RS3,20251031_193743_979883Z,39.6272037,-111.6369429,0.014,1761939463.6287243,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1236.463623046875, 63.78337860107422, 120.07275390625, 98.10981750488281]]",[0.8475943207740784],[2.0],['[  39.62720835 -111.63694253]']
50.0,319522065401.0,RS2,20251031_193744_225319Z,39.627203,-111.6369429,0.014,1761939464.0302827,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1868.37109375, 46.76304626464844, 102.0047607421875, 86.98898315429688]]",[0.8451279997825623],[2.0],['[  39.62720798 -111.63694262]']
50.0,211622067750.0,RS3,20251031_193744_240545Z,39.627203,-111.6369429,0.014,1761939464.0302827,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1207.4681396484375, 32.70647048950195, 101.103759765625, 59.021236419677734], [691.9197998046875, 28.741497039794922, 40.20709228515625, 23.326820373535156]]","[0.8317549228668213, 0.35128945112228394]","[2.0, 2.0]","['[  39.62720819 -111.63694255]', '[  39.62720846 -111.63694494]']"
50.0,319522065401.0,RS2,20251031_193744_501641Z,39.6272023,-111.6369429,0.014,1761939464.4271789,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1795.866455078125, 22.13701820373535, 70.20947265625, 39.36531448364258]]",[0.32643958926200867],[2.0],['[  39.62720787 -111.63694255]']
50.0,211622067750.0,RS3,20251031_193744_538701Z,39.6272023,-111.6369429,0.014,1761939464.4271789,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1192.4267578125, 21.915542602539062, 60.4273681640625, 40.112220764160156]]",[0.5088140368461609],[2.0],['[  39.62720774 -111.63694258]']
50.0,211622067750.0,RS3,20251031_193745_776986Z,39.6271996,-111.6369431,0.014,1761939465.633101,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[661.9736328125, 1025.635986328125, 127.0411376953125, 108.72802734375]]",[0.8183814883232117],[2.0],['[  39.62720087 -111.63694427]']
50.0,211622067750.0,RS3,20251031_193745_998729Z,39.6271996,-111.6369431,0.014,1761939465.633101,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[856.7752685546875, 711.0458374023438, 526.421630859375, 383.3184814453125], [1826.4503173828125, 555.645263671875, 68.18994140625, 66.91278076171875]]","[0.935165524482727, 0.4474307894706726]","[2.0, 1.0]","['[  39.62720113 -111.636944  ]', '[  39.62720179 -111.63694194]']"
50.0,211622067750.0,RS3,20251031_193746_222254Z,39.6271986,-111.6369431,0.014,1761939466.0325544,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[899.4465942382812, 453.7661437988281, 383.5047607421875, 271.29083251953125]]",[0.9154237508773804],[2.0],['[  39.62720079 -111.63694397]']
50.0,211622067750.0,RS3,20251031_193746_535907Z,39.6271977,-111.6369433,0.014,1761939466.4291806,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[911.1239013671875, 262.301025390625, 317.54571533203125, 214.1635284423828]]",[0.9245483875274658],[2.0],['[  39.62720066 -111.63694418]']
50.0,211622067750.0,RS3,20251031_193746_754250Z,39.6271977,-111.6369433,0.014,1761939466.4291806,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[939.5211181640625, 153.80943298339844, 248.306640625, 174.53445434570312]]",[0.9081998467445374],[2.0],['[  39.62720134 -111.63694412]']
50.0,319522065401.0,RS2,20251031_193747_000119Z,39.6271967,-111.6369434,0.014,1761939466.8268735,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1118.6265869140625, 904.1038208007812, 304.006591796875, 287.1842041015625], [1876.13232421875, 92.89250946044922, 82.4613037109375, 133.33900451660156]]","[0.9087722897529602, 0.8305376768112183]","[2.0, 2.0]","['[  39.62719803 -111.63694687]', '[  39.62720101 -111.63694357]']"
50.0,211622067750.0,RS3,20251031_193747_009592Z,39.6271967,-111.6369434,0.014,1761939466.8268735,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[931.8876342773438, 80.81855010986328, 229.3858642578125, 137.6749725341797]]",[0.9020942449569702],[2.0],['[  39.62720101 -111.63694427]']
50.0,211622067750.0,RS3,20251031_193747_220986Z,39.6271967,-111.6369434,0.014,1761939466.8268735,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[929.1873779296875, 51.790992736816406, 198.337646484375, 98.15867614746094]]",[0.879718542098999],[2.0],['[  39.62720147 -111.63694429]']
50.0,319522065401.0,RS2,20251031_193747_257550Z,39.6271957,-111.6369434,0.014,1761939467.231383,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1082.3466796875, 614.333740234375, 239.9437255859375, 233.28466796875], [1808.144287109375, 52.98102569580078, 221.9630126953125, 101.35316467285156]]","[0.9016766548156738, 0.8997598886489868]","[2.0, 2.0]","['[  39.62719756 -111.63694687]', '[  39.62720054 -111.63694348]']"
50.0,319522065401.0,RS2,20251031_193747_481575Z,39.6271957,-111.6369434,0.014,1761939467.231383,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1052.86669921875, 421.7140808105469, 190.1297607421875, 191.74432373046875], [1706.078369140625, 25.797536849975586, 152.63427734375, 47.2947883605957]]","[0.918522834777832, 0.8357097506523132]","[2.0, 2.0]","['[  39.62719813 -111.63694688]', '[  39.62720117 -111.63694354]']"
50.0,211622067750.0,RS3,20251031_193747_485552Z,39.6271957,-111.6369434,0.014,1761939467.231383,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[938.3407592773438, 26.43958854675293, 114.9241943359375, 47.929996490478516]]",[0.7877693772315979],[2.0],['[  39.62720103 -111.63694427]']
50.0,319522065401.0,RS2,20251031_193747_768492Z,39.6271948,-111.6369435,0.014,1761939467.6265156,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1037.759765625, 323.4178466796875, 170.74072265625, 170.0525665283203]]",[0.9115926623344421],[2.0],['[  39.62719763 -111.63694699]']
50.0,319522065401.0,RS2,20251031_193748_009304Z,39.6271948,-111.6369435,0.014,1761939467.6265156,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1022.9374389648438, 221.66969299316406, 141.7569580078125, 146.01675415039062], [1022.995849609375, 221.64950561523438, 141.71343994140625, 146.25132751464844]]","[0.8988310694694519, 0.30753347277641296]","[2.0, 2.0]","['[  39.62719818 -111.63694699]', '[  39.62719818 -111.63694699]']"
50.0,211622067750.0,RS3,20251031_193748_069716Z,39.6271941,-111.6369437,0.014,1761939468.0300226,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[70.63993072509766, 199.71694946289062, 138.21803283691406, 139.08692932128906]]",[0.8934663534164429],[2.0],['[  39.62719757 -111.63694728]']
50.0,319522065401.0,RS2,20251031_193748_233323Z,39.6271941,-111.6369437,0.014,1761939468.0300226,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1014.4954833984375, 140.85723876953125, 121.173583984375, 129.9597930908203]]",[0.881762683391571],[2.0],['[  39.62719805 -111.63694719]']
50.0,211622067750.0,RS3,20251031_193748_275324Z,39.6271941,-111.6369437,0.014,1761939468.0300226,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[179.4963836669922, 143.56314086914062, 174.25430297851562, 135.5240020751953]]",[0.8793306946754456],[2.0],['[  39.62719794 -111.63694716]']
50.0,211622067750.0,RS3,20251031_193748_514659Z,39.6271936,-111.6369436,0.014,1761939468.428173,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[267.67913818359375, 78.41889190673828, 151.23101806640625, 118.3187026977539]]",[0.8095294237136841],[2.0],['[  39.62719802 -111.63694707]']
50.0,217222062474.0,RS1,20251031_193748_524192Z,39.6271936,-111.6369436,0.014,1761939468.428173,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1875.0064697265625, 63.168495178222656, 89.732666015625, 108.81953430175781]]",[0.8658002018928528],[2.0],['[  39.62719833 -111.63694675]']
50.0,319522065401.0,RS2,20251031_193748_529363Z,39.6271936,-111.6369436,0.014,1761939468.428173,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1012.76318359375, 78.29318237304688, 107.603271484375, 119.34091186523438]]",[0.8626611232757568],[2.0],['[  39.6271981  -111.63694707]']
50.0,319522065401.0,RS2,20251031_193748_752701Z,39.6271936,-111.6369436,0.014,1761939468.428173,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1016.0610961914062, 45.93661880493164, 103.9517822265625, 87.35472869873047]]",[0.8371893763542175],[2.0],['[  39.62719859 -111.63694703]']
