speed,serial,camera,timestamp,latitude,longitude,horizontal_accuracy,gps_last_update_unix,notes,sourceFolder,flower?,boxes_xywh,confs,clss,GPSpoint
50.0,319522065401.0,RS2,20251031_192031_395538Z,39.6270423,-111.6368581,0.014,1761938431.2326634,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1650.3846435546875, 17.811687469482422, 87.185791015625, 31.67669677734375]]",[0.791940450668335],[2.0],['[  39.62704798 -111.63685839]']
50.0,211622067750.0,RS3,20251031_192031_446258Z,39.6270423,-111.6368581,0.014,1761938431.2326634,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1112.55078125, 17.14698028564453, 82.6812744140625, 30.111534118652344]]",[0.7432530522346497],[2.0],['[  39.62704787 -111.63685814]']
50.0,319522065401.0,RS2,20251031_192031_676724Z,39.627043,-111.636858,0.014,1761938431.6331549,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1709.2626953125, 39.21021270751953, 116.22705078125, 71.61170959472656]]",[0.8655783534049988],[2.0],['[  39.62704815 -111.63685831]']
50.0,211622067750.0,RS3,20251031_192031_708119Z,39.627043,-111.636858,0.014,1761938431.6331549,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1127.739990234375, 38.55895233154297, 107.3984375, 70.15048217773438]]",[0.8493177890777588],[2.0],['[  39.62704806 -111.63685803]']
50.0,319522065401.0,RS2,20251031_192031_907186Z,39.627043,-111.636858,0.014,1761938431.6331549,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1774.3358154296875, 79.89913940429688, 133.267333984375, 84.10896301269531]]",[0.8909421563148499],[2.0],['[  39.62704765 -111.63685834]']
50.0,211622067750.0,RS3,20251031_192031_928610Z,39.627043,-111.636858,0.014,1761938431.6331549,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1139.812255859375, 82.1976089477539, 121.37548828125, 79.83328247070312]]",[0.8785566091537476],[2.0],['[  39.62704756 -111.63685804]']
50.0,319522065401.0,RS2,20251031_192032_154240Z,39.6270439,-111.636858,0.014,1761938432.033155,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1835.4390869140625, 119.138916015625, 142.538818359375, 94.1038818359375]]",[0.894317626953125],[2.0],['[  39.62704816 -111.63685836]']
50.0,211622067750.0,RS3,20251031_192032_181745Z,39.6270439,-111.636858,0.014,1761938432.033155,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1153.94921875, 142.11004638671875, 142.24072265625, 96.91357421875]]",[0.8972654342651367],[2.0],['[  39.62704789 -111.63685806]']
50.0,319522065401.0,RS2,20251031_192032_402858Z,39.6270439,-111.636858,0.014,1761938432.033155,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1885.0203857421875, 187.8521728515625, 69.959228515625, 112.80979919433594]]",[0.8595730662345886],[2.0],['[  39.62704758 -111.63685859]']
50.0,211622067750.0,RS3,20251031_192032_470085Z,39.6270448,-111.636858,0.014,1761938432.4301832,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1162.51708984375, 193.1351318359375, 156.9664306640625, 108.34632873535156]]",[0.8863959908485413],[2.0],['[  39.6270484  -111.63685809]']
50.0,211622067750.0,RS3,20251031_192032_684258Z,39.6270448,-111.636858,0.014,1761938432.4301832,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1174.7078857421875, 275.10595703125, 178.049560546875, 123.91708374023438]]",[0.8850070834159851],[2.0],['[  39.62704791 -111.63685812]']
50.0,211622067750.0,RS3,20251031_192032_968203Z,39.6270457,-111.6368581,0.014,1761938432.8321316,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1193.986572265625, 377.3577880859375, 211.154296875, 146.2391357421875]]",[0.8809207081794739],[2.0],['[  39.62704833 -111.63685825]']
50.0,211622067750.0,RS3,20251031_192033_221980Z,39.6270457,-111.6368581,0.014,1761938432.8321316,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1213.75, 516.259521484375, 222.947265625, 176.52716064453125]]",[0.8540509343147278],[2.0],['[  39.62704785 -111.63685829]']
50.0,211622067750.0,RS3,20251031_192033_474431Z,39.6270465,-111.6368581,0.014,1761938433.233574,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1253.7802734375, 625.8800659179688, 258.7191162109375, 199.1033935546875]]",[0.8491569757461548],[2.0],['[  39.62704836 -111.63685827]']
50.0,211622067750.0,RS3,20251031_192033_784145Z,39.6270472,-111.6368582,0.014,1761938433.630073,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1410.898193359375, 986.0811767578125, 400.7611083984375, 187.111083984375]]",[0.8876736164093018],[2.0],['[  39.62704847 -111.63685826]']
50.0,319522065401.0,RS2,20251031_192037_397496Z,39.6270543,-111.636858,0.014,1761938437.232808,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[146.33262634277344, 311.47088623046875, 29.556549072265625, 47.425994873046875]]",[0.4006188213825226],[1.0],['[  39.62705747 -111.63686409]']
50.0,211622067750.0,RS3,20251031_192038_197941Z,39.6270561,-111.6368579,0.014,1761938438.0324926,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1251.87109375, 280.31365966796875, 41.4752197265625, 75.30325317382812]]",[0.5318455100059509],[0.0],['[  39.62705931 -111.63685778]']
50.0,211622067750.0,RS3,20251031_192038_442589Z,39.6270571,-111.6368578,0.014,1761938438.4303591,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1304.042236328125, 424.07135009765625, 46.05908203125, 87.489013671875]]",[0.5694552063941956],[1.0],['[  39.62705967 -111.63685769]']
50.0,211622067750.0,RS3,20251031_192038_703985Z,39.6270571,-111.6368578,0.014,1761938438.4303591,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1364.3494873046875, 573.5863037109375, 52.151123046875, 96.90753173828125]]",[0.5749908089637756],[1.0],['[  39.6270592  -111.63685768]']
50.0,211622067750.0,RS3,20251031_192038_941814Z,39.6270579,-111.6368578,0.014,1761938438.8320663,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1491.156982421875, 891.048583984375, 68.7442626953125, 115.63055419921875]]",[0.450906366109848],[0.0],['[  39.62705935 -111.63685767]']
50.0,211622067750.0,RS3,20251031_192040_446338Z,39.6270614,-111.6368575,0.014,1761938440.430639,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[856.0186767578125, 16.09638214111328, 81.04998779296875, 29.79313087463379]]",[0.25731557607650757],[2.0],['[  39.62706698 -111.63685877]']
50.0,319522065401.0,RS2,20251031_192040_669312Z,39.6270614,-111.6368575,0.014,1761938440.430639,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1561.6365966796875, 31.233701705932617, 115.154052734375, 57.903934478759766]]",[0.8598057627677917],[2.0],['[  39.62706673 -111.63685839]']
50.0,211622067750.0,RS3,20251031_192040_710814Z,39.6270614,-111.6368575,0.014,1761938440.430639,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[828.6635131835938, 33.266456604003906, 112.0321044921875, 61.870025634765625]]",[0.8336570858955383],[2.0],['[  39.62706657 -111.63685886]']
50.0,319522065401.0,RS2,20251031_192040_908272Z,39.6270623,-111.6368574,0.014,1761938440.8310292,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1639.219482421875, 67.66681671142578, 140.8643798828125, 114.40029907226562]]",[0.9093856811523438],[2.0],['[  39.62706693 -111.63685831]']
50.0,211622067750.0,RS3,20251031_192040_949797Z,39.6270623,-111.6368574,0.014,1761938440.8310292,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[806.7697143554688, 68.93814086914062, 129.5325927734375, 114.66860961914062]]",[0.8905683755874634],[2.0],['[  39.62706682 -111.63685877]']
50.0,319522065401.0,RS2,20251031_192041_183478Z,39.6270623,-111.6368574,0.014,1761938440.8310292,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1748.001953125, 139.33905029296875, 174.7620849609375, 136.74462890625]]",[0.9248006939888],[2.0],['[  39.62706623 -111.63685829]']
50.0,211622067750.0,RS3,20251031_192041_216933Z,39.6270623,-111.6368574,0.014,1761938440.8310292,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[782.268310546875, 144.14926147460938, 150.16302490234375, 133.8015594482422]]",[0.8873046040534973],[2.0],['[  39.62706614 -111.63685877]']
50.0,319522065401.0,RS2,20251031_192041_421825Z,39.6270632,-111.6368572,0.014,1761938441.233808,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1836.495361328125, 207.50759887695312, 165.6551513671875, 164.4012908935547]]",[0.9087218046188354],[2.0],['[  39.62706661 -111.63685814]']
50.0,211622067750.0,RS3,20251031_192041_459033Z,39.6270632,-111.6368572,0.014,1761938441.233808,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[741.81103515625, 254.41424560546875, 184.27850341796875, 162.2062530517578]]",[0.8968017101287842],[2.0],['[  39.62706632 -111.63685858]']
50.0,211622067750.0,RS3,20251031_192041_735831Z,39.627064,-111.6368572,0.014,1761938441.644784,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[708.3065185546875, 363.90545654296875, 216.71221923828125, 186.0291748046875]]",[0.8794264793395996],[2.0],['[  39.62706661 -111.63685857]']
50.0,211622067750.0,RS3,20251031_192041_967381Z,39.627064,-111.6368572,0.014,1761938441.644784,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[632.3633422851562, 597.73046875, 294.8270568847656, 246.39373779296875]]",[0.8629956841468811],[2.0],['[  39.62706586 -111.63685857]']
50.0,211622067750.0,RS3,20251031_192042_199686Z,39.6270649,-111.6368573,0.014,1761938442.0325744,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[480.4200744628906, 970.2684326171875, 359.05609130859375, 219.46307373046875], [480.0107116699219, 970.74267578125, 358.43267822265625, 218.51458740234375]]","[0.8547408580780029, 0.6741567254066467]","[2.0, 2.0]","['[  39.62706617 -111.63685873]', '[  39.62706617 -111.63685873]']"
50.0,319522065401.0,RS2,20251031_192053_703441Z,39.6270913,-111.6368565,0.014,1761938453.632569,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1591.236572265625, 495.9424743652344, 29.0020751953125, 70.92999267578125]]",[0.5500630736351013],[2.0],['[  39.62709368 -111.63685873]']
50.0,211622067750.0,RS3,20251031_192058_510988Z,39.6271017,-111.6368562,0.014,1761938458.4332652,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[77.60958862304688, 113.35808563232422, 35.714111328125, 42.57820129394531]]",[0.4486357271671295],[2.0],['[  39.62710615 -111.63686043]']
50.0,319522065401.0,RS2,20251031_192101_713328Z,39.6271089,-111.6368558,0.014,1761938461.631856,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[83.07185363769531, 32.3050537109375, 28.188819885253906, 38.2525749206543]]",[0.42850905656814575],[2.0],['[  39.62711434 -111.6368636 ]']
50.0,319522065401.0,RS2,20251031_192106_962164Z,39.6271201,-111.6368553,0.014,1761938466.8307104,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1235.1015625, 25.928804397583008, 87.6226806640625, 47.93807601928711]]",[0.6318891644477844],[2.0],['[  39.62712556 -111.63685767]']
50.0,211622067750.0,RS3,20251031_192106_996658Z,39.6271201,-111.6368553,0.014,1761938466.8307104,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[619.4600830078125, 23.499956130981445, 93.91973876953125, 43.00643539428711]]",[0.7149786949157715],[2.0],['[  39.6271255  -111.63685766]']
50.0,319522065401.0,RS2,20251031_192107_211080Z,39.6271201,-111.6368553,0.014,1761938466.8307104,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1276.4681396484375, 57.8477783203125, 128.744140625, 107.06272888183594]]",[0.8212756514549255],[2.0],['[  39.62712486 -111.63685765]']
50.0,211622067750.0,RS3,20251031_192107_250629Z,39.6271211,-111.6368552,0.014,1761938467.2361224,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[570.333984375, 53.266239166259766, 129.7012939453125, 95.29955291748047]]",[0.8472682237625122],[2.0],['[  39.62712587 -111.63685759]']
50.0,319522065401.0,RS2,20251031_192107_464331Z,39.6271211,-111.6368552,0.014,1761938467.2361224,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1312.7510986328125, 96.86847686767578, 144.131591796875, 130.56874084472656]]",[0.8250824213027954],[2.0],['[  39.62712539 -111.63685753]']
50.0,211622067750.0,RS3,20251031_192107_526040Z,39.6271211,-111.6368552,0.014,1761938467.2361224,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[522.1297607421875, 94.5111083984375, 141.33038330078125, 103.21072387695312]]",[0.8638904690742493],[2.0],['[  39.62712545 -111.63685765]']
50.0,319522065401.0,RS2,20251031_192107_735024Z,39.627122,-111.6368552,0.014,1761938467.630538,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1367.93310546875, 160.75851440429688, 156.38916015625, 135.8096923828125]]",[0.855510950088501],[2.0],['[  39.62712579 -111.63685749]']
50.0,211622067750.0,RS3,20251031_192107_754846Z,39.627122,-111.6368552,0.014,1761938467.630538,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[456.33135986328125, 163.72036743164062, 164.4700927734375, 119.43695068359375]]",[0.8975421190261841],[2.0],['[  39.62712576 -111.63685767]']
50.0,319522065401.0,RS2,20251031_192107_972207Z,39.627122,-111.6368552,0.014,1761938467.630538,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1438.05419921875, 253.77630615234375, 191.2747802734375, 150.86634826660156]]",[0.8650305867195129],[2.0],['[  39.6271252  -111.63685747]']
50.0,211622067750.0,RS3,20251031_192107_997580Z,39.627122,-111.6368552,0.014,1761938467.630538,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[373.6081848144531, 264.3427429199219, 193.56085205078125, 137.8324737548828]]",[0.9049277901649475],[2.0],['[  39.62712513 -111.63685765]']
50.0,319522065401.0,RS2,20251031_192108_218182Z,39.6271228,-111.6368552,0.014,1761938468.032854,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1497.57568359375, 345.98046875, 223.07763671875, 158.9735107421875]]",[0.8248166441917419],[2.0],['[  39.62712556 -111.63685748]']
50.0,211622067750.0,RS3,20251031_192108_244656Z,39.6271228,-111.6368552,0.014,1761938468.032854,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[282.82794189453125, 371.1436462402344, 213.70382690429688, 153.5992431640625]]",[0.9000205993652344],[2.0],['[  39.62712544 -111.63685766]']
50.0,319522065401.0,RS2,20251031_192108_478371Z,39.6271236,-111.6368555,0.014,1761938468.4300418,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1613.180419921875, 532.651123046875, 277.2789306640625, 199.9476318359375]]",[0.8312626481056213],[2.0],['[  39.6271257  -111.63685782]']
50.0,211622067750.0,RS3,20251031_192108_509855Z,39.6271236,-111.6368555,0.014,1761938468.4300418,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[123.87492370605469, 569.9948120117188, 247.74984741210938, 199.16552734375]]",[0.8789724707603455],[2.0],['[  39.62712558 -111.63685793]']
50.0,319522065401.0,RS2,20251031_192108_724583Z,39.6271236,-111.6368555,0.014,1761938468.4300418,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1776.3349609375, 814.6015625, 286.5657958984375, 248.77935791015625]]",[0.875613272190094],[2.0],['[  39.62712508 -111.63685788]']
50.0,211622067750.0,RS3,20251031_192108_767577Z,39.6271236,-111.6368555,0.014,1761938468.4300418,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[12.622062683105469, 842.8574829101562, 25.244125366210938, 183.2144775390625]]",[0.313092440366745],[2.0],['[  39.62712508 -111.63685777]']
50.0,211622067750.0,RS3,20251031_192110_015803Z,39.6271262,-111.6368554,0.014,1761938469.629999,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[503.6612243652344, 230.5770263671875, 19.08526611328125, 23.589004516601562]]",[0.27567991614341736],[0.0],['[  39.62712984 -111.63685766]']
50.0,211622067750.0,RS3,20251031_192110_248074Z,39.627127,-111.6368555,0.014,1761938470.0338085,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[646.1561279296875, 15.405879974365234, 35.46728515625, 28.680042266845703]]",[0.37556856870651245],[2.0],['[  39.6271326  -111.63685779]']
50.0,217222062474.0,RS1,20251031_192110_346842Z,39.627127,-111.6368555,0.014,1761938470.0338085,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1772.7974853515625, 17.787639617919922, 68.163330078125, 31.18402862548828]]",[0.4908141791820526],[2.0],['[  39.62713273 -111.63685844]']
50.0,319522065401.0,RS2,20251031_192110_497610Z,39.6271278,-111.6368554,0.014,1761938470.4294045,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1161.586181640625, 28.92681121826172, 81.9779052734375, 52.82221221923828]]",[0.8326448798179626],[2.0],['[  39.62713319 -111.63685813]']
50.0,211622067750.0,RS3,20251031_192110_510171Z,39.6271278,-111.6368554,0.014,1761938470.4294045,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[602.581298828125, 30.063573837280273, 79.19403076171875, 54.21455001831055]]",[0.8044112324714661],[2.0],['[  39.62713305 -111.6368578 ]']
50.0,217222062474.0,RS1,20251031_192110_597905Z,39.6271278,-111.6368554,0.014,1761938470.4294045,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1855.46337890625, 37.27308654785156, 105.681884765625, 67.593994140625]]",[0.8096106052398682],[2.0],['[  39.62713304 -111.63685828]']
50.0,319522065401.0,RS2,20251031_192110_719946Z,39.6271278,-111.6368554,0.014,1761938470.4294045,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1182.734130859375, 54.14710998535156, 101.748046875, 81.31117248535156]]",[0.7790021896362305],[2.0],['[  39.62713273 -111.63685811]']
50.0,211622067750.0,RS3,20251031_192110_766245Z,39.6271278,-111.6368554,0.014,1761938470.4294045,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[563.0369873046875, 62.01191711425781, 89.99517822265625, 74.40322875976562]]",[0.8345736861228943],[2.0],['[  39.62713258 -111.63685783]']
50.0,217222062474.0,RS1,20251031_192110_853340Z,39.6271287,-111.6368554,0.014,1761938470.8345823,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1900.162841796875, 89.87042999267578, 39.6434326171875, 48.31098937988281]]",[0.2637365162372589],[2.0],['[  39.62713347 -111.63685842]']
50.0,319522065401.0,RS2,20251031_192110_976380Z,39.6271287,-111.6368554,0.014,1761938470.8345823,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1205.1202392578125, 89.79998016357422, 109.645751953125, 91.83601379394531]]",[0.8113536238670349],[2.0],['[  39.62713322 -111.6368581 ]']
50.0,211622067750.0,RS3,20251031_192111_038530Z,39.6271287,-111.6368554,0.014,1761938470.8345823,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[531.737548828125, 99.49562072753906, 98.24114990234375, 83.4277114868164]]",[0.8735313415527344],[2.0],['[  39.62713309 -111.63685783]']
50.0,319522065401.0,RS2,20251031_192111_224008Z,39.6271287,-111.6368554,0.014,1761938470.8345823,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1229.27685546875, 150.75445556640625, 124.6728515625, 105.0394287109375]]",[0.832628071308136],[2.0],['[  39.62713267 -111.63685812]']
50.0,211622067750.0,RS3,20251031_192111_257959Z,39.6271296,-111.6368553,0.014,1761938471.2334764,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[478.5747375488281, 160.42869567871094, 116.88250732421875, 95.3792495727539]]",[0.8934947848320007],[2.0],['[  39.62713346 -111.63685773]']
50.0,319522065401.0,RS2,20251031_192111_471694Z,39.6271296,-111.6368553,0.014,1761938471.2334764,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1267.614990234375, 227.19522094726562, 142.14208984375, 123.09526062011719]]",[0.8415197730064392],[2.0],['[  39.62713301 -111.63685803]']
50.0,211622067750.0,RS3,20251031_192111_569629Z,39.6271296,-111.6368553,0.014,1761938471.2334764,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[401.933837890625, 237.16615295410156, 138.97848510742188, 107.15396118164062], [832.4970703125, 97.83906555175781, 155.98065185546875, 44.003501892089844]]","[0.8888539671897888, 0.2781219780445099]","[2.0, 2.0]","['[  39.62713295 -111.63685777]', '[  39.62713418 -111.63685658]']"
50.0,211622067750.0,RS3,20251031_192111_772862Z,39.6271304,-111.6368552,0.014,1761938471.6309626,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[306.1351013183594, 343.70513916015625, 173.2013397216797, 131.55758666992188]]",[0.868430495262146],[2.0],['[  39.62713319 -111.63685767]']
50.0,319522065401.0,RS2,20251031_192111_782738Z,39.6271304,-111.6368552,0.014,1761938471.6309626,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1308.6005859375, 303.4892578125, 162.1427001953125, 142.59158325195312]]",[0.8611363172531128],[2.0],['[  39.62713338 -111.63685792]']
50.0,319522065401.0,RS2,20251031_192112_012604Z,39.6271304,-111.6368552,0.014,1761938471.6309626,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1370.6668701171875, 432.0351257324219, 195.81884765625, 171.32830810546875]]",[0.8729428648948669],[2.0],['[  39.62713283 -111.63685793]']
50.0,211622067750.0,RS3,20251031_192112_019571Z,39.6271304,-111.6368552,0.014,1761938471.6309626,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[215.90150451660156, 456.27001953125, 204.78421020507812, 150.875]]",[0.8688425421714783],[2.0],['[  39.62713275 -111.63685766]']
50.0,319522065401.0,RS2,20251031_192112_239176Z,39.6271312,-111.6368551,0.014,1761938472.0342095,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1461.375244140625, 616.3609619140625, 237.5723876953125, 192.38818359375]]",[0.8696750402450562],[2.0],['[  39.6271331  -111.63685782]']
50.0,211622067750.0,RS3,20251031_192112_256638Z,39.6271312,-111.6368551,0.014,1761938472.0342095,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[88.63626098632812, 646.3820190429688, 177.27252197265625, 222.5635986328125]]",[0.8672633171081543],[2.0],['[  39.62713299 -111.63685746]']
50.0,319522065401.0,RS2,20251031_192112_481138Z,39.6271321,-111.6368551,0.014,1761938472.4302485,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1617.7955322265625, 927.5604248046875, 335.012451171875, 294.78289794921875]]",[0.8959356546401978],[2.0],['[  39.62713339 -111.63685784]']
50.0,211622067750.0,RS3,20251031_192116_526160Z,39.6271407,-111.6368552,0.014,1761938476.430437,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[267.2828674316406, 102.78971099853516, 44.53565979003906, 40.44181823730469]]",[0.5815149545669556],[2.0],['[  39.62714525 -111.63685874]']
50.0,211622067750.0,RS3,20251031_192117_766944Z,39.6271432,-111.6368554,0.014,1761938477.629177,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[263.405517578125, 198.72015380859375, 45.910247802734375, 44.8519287109375]]",[0.44967180490493774],[2.0],['[  39.62714697 -111.63685853]']
50.0,319522065401.0,RS2,20251031_192124_518894Z,39.6271584,-111.6368557,0.014,1761938484.4311771,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1062.639892578125, 171.77963256835938, 42.8421630859375, 60.12043762207031]]",[0.271868497133255],[2.0],['[  39.62716238 -111.63685902]']
50.0,319522065401.0,RS2,20251031_192124_771773Z,39.6271584,-111.6368557,0.014,1761938484.4311771,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1073.1708984375, 219.02987670898438, 48.7156982421875, 71.70881652832031]]",[0.34167471528053284],[2.0],['[  39.62716202 -111.63685902]']
50.0,319522065401.0,RS2,20251031_192127_005433Z,39.6271638,-111.6368552,0.014,1761938486.830815,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1427.280517578125, 877.4168090820312, 138.6463623046875, 220.7642822265625]]",[0.6820300221443176],[0.0],['[  39.62716521 -111.63685817]']
50.0,319522065401.0,RS2,20251031_192130_528873Z,39.6271715,-111.6368547,0.014,1761938490.4309895,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1187.24267578125, 19.494861602783203, 70.3453369140625, 34.82927703857422]]",[0.5193374156951904],[2.0],['[  39.62717713 -111.63685726]']
50.0,211622067750.0,RS3,20251031_192130_549662Z,39.6271715,-111.6368547,0.014,1761938490.4309895,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[623.77978515625, 19.077526092529297, 59.28631591796875, 34.603355407714844]]",[0.5752679705619812],[2.0],['[  39.62717701 -111.63685707]']
50.0,217222062474.0,RS1,20251031_192130_653022Z,39.6271715,-111.6368547,0.014,1761938490.4309895,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1888.6220703125, 24.00262451171875, 62.755859375, 42.86174011230469]]",[0.777194082736969],[2.0],['[  39.62717706 -111.63685719]']
50.0,319522065401.0,RS2,20251031_192130_767956Z,39.6271715,-111.6368547,0.014,1761938490.4309895,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1219.160888671875, 37.665340423583984, 90.0648193359375, 66.95027923583984]]",[0.8350648283958435],[2.0],['[  39.6271767 -111.6368572]']
50.0,211622067750.0,RS3,20251031_192130_790260Z,39.6271715,-111.6368547,0.014,1761938490.4309895,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[594.9005126953125, 38.22267150878906, 72.58843994140625, 55.96136474609375]]",[0.8199063539505005],[2.0],['[  39.62717664 -111.6368571 ]']
50.0,319522065401.0,RS2,20251031_192131_017610Z,39.6271723,-111.6368548,0.014,1761938490.8303568,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1244.6005859375, 81.17928314208984, 100.4530029296875, 80.34127807617188]]",[0.8346533179283142],[2.0],['[  39.62717696 -111.63685731]']
50.0,211622067750.0,RS3,20251031_192131_044815Z,39.6271723,-111.6368548,0.014,1761938490.8303568,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[559.0289306640625, 81.012939453125, 92.29241943359375, 73.81400299072266]]",[0.822462797164917],[2.0],['[  39.6271769  -111.63685719]']
50.0,319522065401.0,RS2,20251031_192131_291488Z,39.6271731,-111.6368547,0.014,1761938491.2364566,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1271.552001953125, 127.40010833740234, 112.0538330078125, 87.00376892089844]]",[0.8601946830749512],[2.0],['[  39.62717732 -111.63685721]']
50.0,211622067750.0,RS3,20251031_192131_298643Z,39.6271731,-111.6368547,0.014,1761938491.2364566,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[529.5081176757812, 134.1826629638672, 105.68115234375, 70.8719253540039]]",[0.8432342410087585],[2.0],['[  39.62717725 -111.63685705]']
50.0,319522065401.0,RS2,20251031_192131_509610Z,39.6271731,-111.6368547,0.014,1761938491.2364566,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1316.578369140625, 198.87142944335938, 135.01123046875, 100.04649353027344]]",[0.8695482015609741],[2.0],['[  39.62717675 -111.6368572 ]']
50.0,211622067750.0,RS3,20251031_192131_543779Z,39.6271731,-111.6368547,0.014,1761938491.2364566,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[458.62176513671875, 213.54420471191406, 125.26498413085938, 91.91934204101562]]",[0.8390429019927979],[2.0],['[  39.62717663 -111.63685707]']
50.0,319522065401.0,RS2,20251031_192131_764138Z,39.627174,-111.6368547,0.014,1761938491.6327446,skirt on - no depth images - Orientation:East,10-31_2pm,1,"[[1380.591796875, 295.00482177734375, 155.0540771484375, 112.76254272460938]]",[0.8697685599327087],[2.0],['[  39.62717709 -111.63685718]']
